ID,Amount ($),Customers,Boxes,Geo_ID,Product_ID,Sales_Person_ID,Date_ID
69,6496.0,15,406,5,14,19,374
70,1057.0,45,106,2,9,24,374
71,357.0,185,17,6,4,8,374
72,6419.0,359,257,5,7,8,374
73,12726.0,179,579,3,10,8,374
74,6006.0,109,376,2,13,16,377
75,5124.0,33,285,6,8,15,377
76,2709.0,188,113,4,1,23,377
77,7238.0,67,315,5,1,1,377
78,6776.0,68,424,1,14,6,378
79,189.0,123,8,6,1,11,378
80,4669.0,217,390,2,12,8,378
81,490.0,188,35,3,19,1,378
82,4235.0,76,283,5,19,8,378
83,4487.0,161,187,2,7,13,378
84,2653.0,147,332,3,15,2,378
85,5306.0,5,253,4,10,4,378
86,6888.0,112,689,2,2,16,378
87,721.0,45,24,4,16,8,378
88,8610.0,124,345,1,10,14,378
89,11739.0,22,903,2,12,10,378
90,4774.0,206,341,1,9,16,379
91,6307.0,123,789,3,2,10,379
92,4340.0,168,217,3,8,21,379
93,1078.0,76,77,1,19,9,379
94,5418.0,287,247,6,3,13,379
95,6069.0,268,434,2,21,3,379
96,12334.0,119,686,2,21,15,379
97,728.0,234,32,6,7,8,379
98,2135.0,179,165,1,15,21,379
99,2121.0,130,89,4,13,7,379
100,6881.0,10,222,6,1,12,380
101,1239.0,97,50,4,7,24,380
102,3598.0,365,257,5,5,16,380
103,6580.0,210,347,3,20,18,380
104,1127.0,97,54,6,10,8,380
105,3605.0,345,139,1,22,22,380
106,5096.0,201,196,4,11,9,380
107,2135.0,183,98,2,8,25,380
108,35.0,142,3,2,4,13,380
109,13090.0,17,935,1,19,11,380
110,15785.0,209,1128,6,20,5,380
111,14574.0,86,810,5,12,20,380
112,3556.0,195,143,4,17,11,380
113,14532.0,142,969,2,12,2,380
114,4445.0,340,159,4,17,23,380
115,10339.0,207,357,2,1,17,380
116,1351.0,282,55,4,11,3,380
117,4011.0,260,335,4,15,2,380
118,5306.0,333,483,6,12,17,380
119,18704.0,78,585,2,11,24,380
120,9310.0,62,582,3,20,21,380
121,1211.0,37,61,4,6,4,380
122,3094.0,317,148,3,4,9,381
123,4949.0,244,248,4,4,17,381
124,308.0,91,19,4,8,6,381
125,7546.0,49,329,1,17,11,381
126,6713.0,422,373,2,13,12,381
127,6895.0,318,300,4,17,14,381
128,3430.0,120,202,4,5,2,381
129,4165.0,61,348,4,14,21,384
130,2380.0,209,159,1,3,25,384
131,6594.0,114,413,6,14,3,384
132,1428.0,55,76,5,4,4,384
133,2646.0,150,116,5,7,19,384
134,238.0,364,11,1,1,10,384
135,945.0,298,50,5,4,24,384
136,9436.0,102,337,6,10,11,384
137,4081.0,116,152,2,10,17,384
138,10556.0,25,587,2,8,4,384
139,2331.0,38,167,2,14,1,384
140,896.0,346,32,3,16,11,385
141,4214.0,314,169,1,18,20,385
142,2121.0,90,177,3,9,20,385
143,1029.0,386,47,1,13,23,385
144,15407.0,103,771,1,5,8,385
145,10129.0,134,406,4,17,3,385
146,16380.0,203,1092,2,20,13,385
147,3899.0,102,279,1,14,24,385
148,12075.0,264,432,3,10,5,385
149,10696.0,115,428,2,18,11,385
150,4039.0,436,238,2,3,19,385
151,5250.0,410,202,1,22,18,385
152,8113.0,25,508,1,8,21,385
153,161.0,95,10,6,6,8,385
154,8218.0,205,294,6,10,7,385
155,742.0,80,53,5,15,6,385
156,3087.0,193,111,2,11,3,385
157,5110.0,131,155,1,18,8,385
158,5873.0,164,267,4,4,4,385
159,4641.0,301,357,6,5,11,385
160,1155.0,34,45,4,22,4,386
161,784.0,247,49,6,2,10,386
162,5369.0,16,384,4,5,25,386
163,343.0,338,18,3,6,10,386
164,7007.0,38,584,6,19,10,386
165,126.0,127,13,1,15,15,386
166,3073.0,57,134,1,8,16,386
167,7805.0,86,488,4,21,19,387
168,3087.0,14,124,6,11,9,387
169,9030.0,85,452,4,21,13,387
170,7805.0,6,411,2,20,4,387
171,6979.0,38,233,1,11,18,387
172,11284.0,39,513,1,7,19,387
173,2408.0,106,90,5,1,17,387
174,5299.0,86,332,6,2,3,387
175,6293.0,158,234,6,16,10,387
176,280.0,408,17,5,3,8,387
177,644.0,483,30,1,13,5,387
178,2191.0,65,110,5,21,7,387
179,427.0,267,26,4,21,16,387
180,5537.0,346,426,3,20,14,387
181,742.0,264,31,5,8,18,387
182,4200.0,457,248,3,13,23,387
183,5299.0,203,442,6,15,8,387
184,3829.0,286,160,2,17,8,387
185,5747.0,70,192,4,18,20,387
186,2345.0,199,147,4,13,6,387
187,4312.0,181,616,4,9,12,388
188,1358.0,68,68,4,13,25,388
189,13146.0,85,1644,2,9,1,388
190,12047.0,295,927,5,14,5,388
191,5971.0,44,460,3,20,8,388
192,3038.0,280,254,4,2,16,388
193,8022.0,167,268,6,16,20,388
194,2226.0,1,248,3,15,16,388
195,2366.0,470,79,3,17,10,388
196,8386.0,194,599,5,2,24,388
197,13230.0,261,576,3,16,3,388
198,1771.0,151,111,6,3,17,388
199,3416.0,458,228,6,4,13,388
200,15197.0,11,634,6,13,17,388
201,5971.0,59,498,4,15,8,388
202,13335.0,227,1667,6,9,2,388
203,4613.0,54,210,3,21,23,388
204,10430.0,110,580,1,12,12,388
205,168.0,94,10,2,3,20,388
206,4606.0,256,192,6,8,25,388
207,1491.0,193,136,6,14,11,388
208,12194.0,302,509,1,8,2,391
209,10122.0,206,533,6,4,12,391
210,1841.0,164,88,5,8,9,391
211,6958.0,337,580,6,9,16,391
212,749.0,323,35,1,8,7,391
213,3507.0,48,195,6,4,16,391
214,7294.0,122,562,4,15,17,391
215,5040.0,219,420,1,12,10,391
216,3913.0,257,157,1,16,10,391
217,3598.0,101,300,2,2,9,391
218,8911.0,302,319,2,10,19,391
219,42.0,35,2,4,22,8,391
220,2282.0,222,109,1,21,13,391
221,12964.0,242,541,3,8,23,391
222,5775.0,219,361,3,20,9,391
223,10787.0,100,400,4,10,16,391
224,6342.0,115,374,5,21,20,391
225,11564.0,46,463,1,22,14,391
226,2793.0,37,156,2,4,3,391
227,1603.0,81,134,3,19,18,391
228,3052.0,357,180,5,3,6,391
229,1659.0,82,83,3,21,12,391
230,3143.0,82,210,4,5,1,391
231,12782.0,212,609,2,21,2,391
232,343.0,313,32,4,19,21,391
233,1785.0,216,138,4,14,10,391
234,4914.0,46,615,3,9,10,391
235,1869.0,242,208,6,14,18,392
236,8512.0,173,387,1,10,4,392
237,9296.0,1,716,6,9,23,392
238,6034.0,229,263,5,7,20,392
239,9471.0,166,365,1,11,22,392
240,3815.0,146,166,1,22,15,392
241,9485.0,140,527,4,6,1,392
242,3549.0,78,132,2,16,16,392
243,1512.0,61,117,6,9,4,392
244,2296.0,113,96,3,16,13,392
245,17402.0,43,697,1,1,11,393
246,11816.0,160,844,6,12,15,393
247,10612.0,232,425,4,16,17,393
248,5558.0,263,192,2,1,1,393
249,14056.0,148,781,6,4,21,393
250,5131.0,171,166,2,16,9,393
251,1477.0,352,87,2,8,16,393
252,7686.0,72,549,5,4,6,393
253,8722.0,35,460,6,13,23,393
254,6370.0,35,206,6,16,8,393
255,4074.0,208,240,6,13,3,393
256,1309.0,97,51,4,11,24,393
257,4991.0,137,357,5,20,7,393
258,6965.0,91,367,3,22,4,393
259,10199.0,497,408,5,18,15,393
260,7392.0,9,390,4,21,12,393
261,5880.0,71,392,4,12,1,393
262,5950.0,25,238,2,11,4,393
263,10395.0,57,336,2,16,14,393
264,6174.0,33,247,1,7,22,393
265,15239.0,170,1524,4,19,4,393
266,2219.0,145,247,3,9,21,393
267,3150.0,70,243,4,19,17,393
268,2968.0,216,212,6,15,17,393
269,3241.0,199,163,3,5,2,393
270,3605.0,120,151,3,7,15,393
271,3640.0,169,174,3,8,20,394
272,1309.0,294,77,3,8,11,394
273,10346.0,131,739,1,6,13,394
274,1071.0,359,54,3,4,15,394
275,6328.0,119,791,6,19,11,394
276,1820.0,143,68,3,11,7,394
277,3437.0,179,157,1,21,9,394
278,4550.0,214,455,6,14,17,394
279,2968.0,259,110,3,7,1,394
280,12565.0,4,898,2,6,14,394
281,8246.0,294,318,3,1,17,394
282,1190.0,137,70,1,5,9,394
283,3283.0,146,183,4,6,24,394
284,3087.0,300,115,5,18,8,394
285,6531.0,244,297,1,21,20,394
286,4228.0,55,249,2,14,16,394
287,10094.0,118,389,2,17,24,394
288,182.0,46,6,4,1,21,394
289,616.0,151,37,4,14,22,394
290,12131.0,121,809,2,20,24,395
291,2394.0,323,93,2,7,7,395
292,14287.0,89,841,1,14,12,395
293,10941.0,185,730,4,3,11,395
294,7777.0,345,260,6,7,24,395
295,9436.0,7,858,3,9,6,395
296,1267.0,104,116,3,12,7,395
297,8806.0,32,327,2,11,7,395
298,3640.0,403,243,6,21,6,395
299,4900.0,239,182,6,17,7,395
300,5558.0,219,348,5,14,18,395
301,9142.0,1,436,4,3,25,395
302,3514.0,143,235,6,5,2,395
303,140.0,91,10,3,2,19,395
304,11844.0,211,439,6,10,15,398
305,6517.0,54,233,4,1,3,398
306,8715.0,24,282,1,1,7,398
307,4851.0,455,180,1,16,5,398
308,10983.0,185,379,2,16,1,398
309,3290.0,75,329,5,15,21,398
310,6545.0,86,212,5,16,11,398
311,441.0,7,45,3,19,3,398
312,9849.0,75,580,1,21,14,398
313,3073.0,9,308,4,14,9,398
314,4452.0,75,149,2,16,17,398
315,10220.0,105,538,3,13,12,398
316,3150.0,11,210,6,19,9,398
317,6083.0,43,381,2,20,7,398
318,14063.0,140,1407,6,12,8,398
319,4578.0,256,306,6,19,7,398
320,6454.0,21,461,1,14,19,398
321,6650.0,166,256,2,18,15,399
322,2436.0,203,94,1,22,1,399
323,6944.0,33,331,4,21,21,399
324,19817.0,126,684,1,11,5,399
325,3521.0,50,235,1,2,1,399
326,10458.0,546,327,2,11,12,399
327,1302.0,401,57,4,8,24,399
328,7952.0,221,249,5,11,10,399
329,4753.0,133,265,5,6,13,399
330,11452.0,81,546,1,13,11,399
331,9345.0,124,390,1,10,3,399
332,7490.0,172,357,1,5,16,399
333,1519.0,127,57,1,16,25,399
334,3087.0,135,155,6,20,9,399
335,2352.0,178,168,6,20,6,399
336,11578.0,76,891,3,15,17,399
337,462.0,223,22,2,22,11,399
338,6916.0,32,315,1,17,24,400
339,3248.0,101,542,1,9,11,400
340,6475.0,431,240,3,1,25,400
341,9009.0,129,501,6,22,23,400
342,2835.0,20,189,3,14,17,400
343,7644.0,77,294,1,1,14,400
344,3360.0,48,240,6,19,19,400
345,1379.0,246,99,2,5,19,400
346,9534.0,229,382,2,16,22,400
347,14448.0,28,657,2,22,17,400
348,3829.0,432,240,2,15,24,400
349,9086.0,206,758,4,9,3,401
350,5803.0,299,194,3,1,15,401
351,182.0,36,7,6,18,25,401
352,9863.0,21,520,6,13,18,401
353,4046.0,80,289,4,9,6,401
354,3493.0,140,350,6,12,9,401
355,392.0,89,18,3,3,13,401
356,2534.0,19,111,1,10,5,401
357,7084.0,6,308,6,13,22,401
358,4809.0,70,344,6,9,5,401
359,7959.0,273,266,3,7,16,401
360,10521.0,231,527,3,8,15,401
361,56.0,168,5,3,12,15,401
362,3017.0,103,189,6,15,19,401
363,18949.0,300,2707,1,9,12,401
364,8764.0,69,338,6,1,24,401
365,12201.0,103,643,1,4,14,401
366,11935.0,189,460,2,10,20,401
367,3724.0,322,266,2,20,1,401
368,2646.0,70,166,3,6,23,401
369,686.0,18,46,1,14,3,401
370,2037.0,272,128,5,20,12,401
371,6300.0,208,300,1,21,23,401
372,2541.0,14,111,3,22,11,401
373,1883.0,97,118,1,4,4,401
374,10255.0,180,446,1,10,8,401
375,5803.0,98,233,6,11,22,402
376,8260.0,239,1033,1,2,9,402
377,14868.0,5,1859,1,15,24,402
378,4137.0,10,276,2,6,3,402
379,7161.0,480,276,6,11,10,402
380,9625.0,149,332,2,7,24,402
381,12852.0,296,429,3,16,19,402
382,7546.0,365,581,3,6,18,402
383,4123.0,104,275,2,6,19,402
384,13174.0,78,573,1,16,21,402
385,7637.0,161,546,2,2,17,402
386,3311.0,128,332,2,15,18,402
387,2338.0,52,107,1,4,21,402
388,3465.0,228,139,1,17,6,405
389,2345.0,435,107,5,22,17,405
390,12698.0,53,471,3,16,18,405
391,6678.0,24,334,4,13,1,405
392,4851.0,120,324,3,15,12,405
393,336.0,164,12,4,7,8,405
394,2366.0,8,198,3,9,12,405
395,10598.0,226,461,2,8,8,405
396,13293.0,199,665,1,20,1,405
397,2086.0,90,261,5,2,23,405
398,2751.0,133,120,5,22,4,405
399,5481.0,283,275,3,10,2,405
400,5628.0,11,433,2,20,9,405
401,2660.0,113,89,2,17,22,405
402,1386.0,157,82,1,3,20,406
403,11060.0,175,382,6,1,17,406
404,2919.0,147,172,5,21,16,406
405,8680.0,334,457,3,8,25,406
406,1484.0,362,71,2,10,9,406
407,16919.0,199,996,3,21,17,406
408,13188.0,215,440,5,11,21,406
409,4998.0,182,294,5,4,11,406
410,6146.0,64,342,6,13,14,406
411,5621.0,162,217,1,1,19,406
412,980.0,75,47,6,5,18,406
413,7343.0,116,350,2,3,13,407
414,1750.0,9,63,3,17,1,407
415,2464.0,90,165,1,6,5,407
416,1974.0,47,86,2,1,9,407
417,11823.0,52,986,5,19,22,407
418,7350.0,250,335,4,13,15,407
419,4165.0,170,417,3,15,15,407
420,630.0,41,28,1,13,3,407
421,2282.0,238,143,3,15,9,407
422,5250.0,37,292,3,12,17,407
423,11676.0,253,730,3,3,6,407
424,14917.0,289,533,5,17,17,407
425,4634.0,100,155,3,18,22,408
426,819.0,196,27,2,18,5,408
427,2422.0,60,106,1,7,10,408
428,1463.0,158,59,3,18,13,408
429,1050.0,10,32,3,18,15,408
430,1526.0,527,85,6,22,20,408
431,427.0,163,27,4,2,3,408
432,10976.0,132,440,2,10,6,408
433,6503.0,299,407,4,5,4,409
434,21.0,300,1,6,8,13,409
435,7063.0,13,393,6,6,5,409
436,3990.0,50,200,3,22,24,409
437,1806.0,184,129,4,19,14,409
438,10136.0,115,597,1,14,16,409
439,1288.0,119,62,6,3,12,409
440,1295.0,107,87,3,14,20,409
441,6461.0,288,718,2,19,9,409
442,4949.0,31,155,4,18,22,409
443,5432.0,39,302,4,12,18,409
444,7112.0,55,246,3,17,15,409
445,266.0,112,11,6,22,12,409
446,6202.0,44,414,2,2,5,409
447,1057.0,288,43,4,11,22,412
448,1925.0,460,67,6,7,15,412
449,1841.0,185,77,1,13,4,412
450,1204.0,5,61,3,10,7,412
451,4074.0,146,186,4,13,4,412
452,4473.0,39,150,2,18,16,412
453,2947.0,210,246,6,15,16,412
454,15386.0,59,642,2,16,23,412
455,4690.0,229,188,6,1,4,412
456,343.0,158,39,2,14,24,412
457,3052.0,393,146,3,5,14,412
458,686.0,187,25,5,18,19,412
459,6993.0,133,538,3,14,4,412
460,5236.0,170,169,6,1,21,413
461,8638.0,212,333,1,10,6,413
462,5712.0,288,191,4,18,7,413
463,6258.0,334,330,2,5,3,413
464,3234.0,90,294,2,19,4,413
465,17577.0,32,677,1,16,15,413
466,12684.0,217,668,2,6,11,413
467,1239.0,29,54,1,8,5,413
468,3402.0,55,243,6,2,15,413
469,11382.0,432,633,1,21,12,413
470,7133.0,212,265,1,1,18,413
471,8309.0,171,333,1,1,22,414
472,1435.0,3,131,4,12,23,414
473,3227.0,126,216,3,6,2,414
474,133.0,195,6,4,7,25,414
475,5446.0,425,273,5,8,5,414
476,4424.0,91,261,1,8,12,414
477,1827.0,168,80,6,1,22,414
478,8232.0,264,305,4,18,4,414
479,861.0,262,62,5,2,7,414
480,8099.0,178,675,4,19,1,414
481,5894.0,592,281,5,20,17,414
482,8211.0,601,257,2,11,25,414
483,10360.0,206,415,1,11,7,414
484,5145.0,98,166,6,1,14,414
485,9163.0,235,1146,6,2,8,414
486,15323.0,33,1393,1,14,17,414
487,7994.0,177,1000,3,9,16,414
488,6363.0,87,455,3,21,13,414
489,3262.0,185,172,4,22,20,414
490,2793.0,93,127,5,7,5,414
491,8491.0,338,340,1,16,17,415
492,13685.0,39,571,5,17,2,415
493,770.0,137,52,3,14,21,415
494,8631.0,399,1079,3,2,25,415
495,4536.0,120,267,4,12,22,415
496,14497.0,21,605,6,8,17,415
497,7672.0,112,452,5,21,17,415
498,10878.0,329,573,5,8,3,415
499,12572.0,94,1397,5,2,2,415
500,1575.0,90,105,5,2,19,415
501,5453.0,260,166,3,18,2,415
502,4802.0,84,155,4,18,19,415
503,7651.0,325,426,1,6,16,416
504,2079.0,527,260,1,9,18,416
505,2100.0,62,81,4,10,2,416
506,5278.0,242,406,5,20,25,416
507,4249.0,19,164,2,10,1,416
508,3976.0,9,210,2,5,12,416
509,6951.0,183,218,2,11,20,416
510,616.0,161,25,6,10,25,416
511,5439.0,115,287,6,13,9,416
512,63.0,206,7,1,2,10,416
513,1533.0,115,110,3,15,10,416
514,3535.0,337,322,2,19,20,416
515,2429.0,4,111,3,10,13,416
516,7119.0,144,356,1,4,3,416
517,3521.0,304,118,4,7,2,416
518,3745.0,177,118,2,11,8,416
519,4816.0,100,301,5,14,16,416
520,1736.0,72,193,6,15,2,416
521,1099.0,139,92,5,19,17,416
522,6692.0,165,231,6,11,14,416
523,364.0,177,31,5,15,2,419
524,10927.0,202,476,3,13,8,419
525,11410.0,103,476,4,13,12,419
526,2443.0,337,82,1,16,24,419
527,329.0,257,26,3,14,14,419
528,3066.0,144,128,4,7,4,419
529,567.0,243,38,4,15,19,419
530,14721.0,257,1052,4,20,14,419
531,6986.0,11,350,4,21,9,419
532,14112.0,158,784,2,13,6,419
533,1771.0,605,137,6,20,8,419
534,5082.0,164,231,5,22,15,419
535,1827.0,48,102,3,3,12,419
536,182.0,85,7,1,7,18,419
537,5369.0,136,269,4,21,8,419
538,6034.0,169,275,2,7,6,419
539,13209.0,204,881,3,5,9,419
540,847.0,263,30,5,17,12,419
541,1015.0,66,64,3,2,22,419
542,16247.0,215,2031,3,2,14,420
543,2422.0,41,303,3,15,21,420
544,3997.0,333,174,3,22,10,420
545,7182.0,125,479,2,3,24,420
546,1246.0,163,70,1,5,21,420
547,553.0,50,27,6,6,24,420
548,2681.0,206,207,2,12,23,420
549,2800.0,78,234,5,15,20,420
550,4851.0,160,304,6,4,23,420
551,168.0,3,6,3,17,5,420
552,315.0,5,21,5,12,11,420
553,11851.0,58,741,3,6,4,420
554,3220.0,261,147,4,7,14,420
555,11935.0,307,1194,6,19,5,420
556,12404.0,186,478,3,22,3,420
557,1519.0,132,90,5,12,22,421
558,10934.0,182,476,1,17,22,421
559,3346.0,179,129,6,22,25,421
560,8351.0,36,398,3,10,24,421
561,11718.0,76,733,6,14,12,421
562,2681.0,115,117,3,10,17,421
563,6188.0,292,563,1,2,22,421
564,10941.0,182,521,5,8,11,421
565,3647.0,220,141,3,1,11,421
566,2436.0,130,122,3,22,23,422
567,896.0,346,41,3,17,11,422
568,3808.0,17,174,2,17,4,422
569,10920.0,278,683,3,5,4,422
570,4186.0,75,299,4,12,13,422
571,6797.0,72,309,3,13,24,422
572,4319.0,56,155,5,10,24,422
573,1673.0,99,105,3,20,16,422
574,735.0,84,35,4,3,20,422
575,2632.0,39,106,5,11,20,422
576,2030.0,68,170,4,9,4,422
577,1169.0,265,47,2,18,3,422
578,3703.0,54,206,4,5,9,422
579,805.0,48,54,6,14,1,422
580,406.0,260,21,6,20,23,422
581,3591.0,73,360,5,9,20,422
582,5551.0,210,463,6,14,20,422
583,3605.0,347,258,5,14,24,422
584,6356.0,38,374,3,3,9,422
585,602.0,238,41,5,19,24,422
586,7042.0,142,470,1,14,23,423
587,2968.0,215,142,5,3,22,423
588,294.0,80,17,1,22,10,423
589,6363.0,68,213,4,11,5,423
590,280.0,220,18,2,12,9,423
591,406.0,22,29,3,21,11,423
592,4144.0,374,139,4,7,18,423
593,5341.0,179,173,4,1,8,423
594,2947.0,103,197,5,12,17,423
595,12026.0,166,926,4,19,2,423
596,3983.0,237,307,4,20,10,423
597,1792.0,283,163,1,14,4,423
598,1526.0,150,67,6,1,1,423
599,5313.0,70,190,2,16,20,423
600,7728.0,48,242,6,11,8,423
601,413.0,414,22,3,13,16,423
602,4431.0,13,493,1,14,21,423
603,1036.0,240,58,2,12,3,423
604,217.0,147,25,2,9,21,423
605,7616.0,16,693,1,19,15,423
606,11900.0,256,518,6,16,12,423
607,10437.0,350,1044,4,19,25,423
608,5691.0,216,335,1,12,18,426
609,5397.0,66,300,5,4,22,426
610,3276.0,61,143,2,16,8,426
611,4102.0,14,187,4,7,9,426
612,476.0,86,18,5,18,2,426
613,4858.0,138,157,3,16,14,426
614,7259.0,69,404,3,8,9,426
615,6209.0,35,311,1,3,8,427
616,12390.0,269,539,4,16,9,427
617,686.0,103,41,6,21,20,427
618,9030.0,563,312,4,1,18,427
619,5376.0,48,256,3,3,14,427
620,2898.0,17,126,5,17,24,427
621,18900.0,13,945,2,3,1,427
622,5082.0,95,182,2,11,18,427
623,2016.0,177,107,5,4,16,427
624,847.0,145,50,2,20,10,427
625,4200.0,57,350,4,15,10,428
626,17577.0,190,977,4,22,3,428
627,861.0,108,96,1,9,9,428
628,3829.0,434,142,3,7,3,428
629,1155.0,238,37,6,18,1,428
630,11123.0,189,1391,5,15,19,428
631,8505.0,82,532,4,15,22,428
632,4130.0,152,138,2,7,5,428
633,420.0,43,15,5,1,14,428
634,994.0,92,63,5,6,7,428
635,3689.0,364,176,6,5,13,428
636,13195.0,124,880,2,6,16,428
637,6545.0,276,219,5,16,12,429
638,9982.0,399,357,2,7,4,429
639,6363.0,95,398,6,13,21,429
640,14336.0,50,1304,5,15,4,429
641,7063.0,182,253,1,10,24,429
642,5551.0,176,199,5,11,17,429
643,448.0,319,38,2,9,5,429
644,9121.0,66,481,6,21,11,430
645,6258.0,277,626,3,9,4,430
646,10752.0,111,347,3,18,20,430
647,12411.0,100,540,4,13,8,430
648,308.0,74,10,5,18,11,430
649,10689.0,296,764,2,12,25,430
650,448.0,98,16,6,7,4,430
651,4410.0,271,260,2,5,11,430
652,6265.0,501,570,6,15,15,433
653,7301.0,116,366,3,21,5,433
654,4802.0,330,185,5,18,3,433
655,1358.0,99,53,3,1,14,433
656,1610.0,284,147,2,2,21,433
657,63.0,106,3,6,22,3,433
658,161.0,55,8,4,21,5,433
659,1246.0,157,70,3,3,2,433
660,49.0,250,3,1,11,15,433
661,4032.0,150,202,2,3,9,433
662,1085.0,181,181,3,9,18,433
663,4347.0,135,174,2,10,10,433
664,7084.0,193,322,5,17,15,433
665,5383.0,117,300,3,4,13,433
666,1351.0,232,123,3,12,6,433
667,3591.0,455,257,5,19,19,433
668,1540.0,27,154,3,12,13,433
669,9884.0,113,341,2,7,22,433
670,9415.0,296,554,1,13,18,433
671,1778.0,52,66,5,7,2,433
672,8120.0,224,370,3,4,17,433
673,2849.0,128,95,6,1,23,433
674,2408.0,288,115,5,13,13,433
675,12075.0,265,549,3,17,7,433
676,2730.0,120,95,3,18,6,433
677,1778.0,267,112,6,4,19,434
678,4725.0,157,591,4,9,18,434
679,6405.0,40,338,3,20,13,434
680,2674.0,402,122,6,8,3,434
681,5908.0,149,311,1,8,24,434
682,7301.0,39,457,5,3,24,434
683,154.0,101,6,2,10,24,434
684,343.0,103,29,2,9,12,434
685,14903.0,136,1656,4,19,3,434
686,5390.0,482,318,4,12,17,434
687,553.0,105,27,5,3,9,434
688,7266.0,70,346,6,10,23,434
689,8792.0,32,419,4,5,14,434
690,8967.0,154,561,1,4,5,434
691,3661.0,269,167,1,13,24,434
692,1344.0,8,112,4,19,13,435
693,10262.0,168,856,5,9,15,435
694,4480.0,128,264,1,5,3,435
695,7784.0,100,300,4,22,21,435
696,19054.0,178,658,2,17,1,435
697,23268.0,80,1058,4,8,17,435
698,3885.0,242,195,1,6,8,436
699,7147.0,225,477,6,6,17,436
700,4571.0,62,164,1,16,19,436
701,7973.0,80,614,5,20,23,436
702,6055.0,213,202,6,1,7,436
703,847.0,213,43,4,3,9,436
704,4914.0,147,702,4,9,8,436
705,1358.0,204,76,5,8,2,436
706,1428.0,387,50,4,17,1,436
707,8764.0,50,439,2,22,14,436
708,10472.0,107,456,5,3,25,436
709,1960.0,65,70,6,10,22,436
710,10171.0,69,536,3,6,3,436
711,8253.0,13,551,3,15,4,436
712,9534.0,86,367,1,16,1,436
713,5936.0,199,350,3,8,19,436
714,154.0,172,8,6,6,1,437
715,5663.0,155,196,4,18,8,437
716,11298.0,14,1256,6,15,9,437
717,1309.0,237,49,3,1,19,437
718,3815.0,258,212,6,6,3,437
719,385.0,227,16,5,7,23,437
720,315.0,232,15,2,22,18,437
721,11823.0,453,657,1,22,6,437
722,2891.0,205,108,5,7,3,437
723,5278.0,54,264,6,5,22,437
724,8036.0,118,335,6,10,20,437
725,2940.0,142,128,6,22,21,437
726,8309.0,232,333,1,22,2,437
727,1820.0,18,63,1,7,12,437
728,1393.0,153,127,2,9,8,437
729,6440.0,235,215,4,18,2,437
730,2275.0,359,99,6,16,7,437
731,3941.0,209,180,6,10,1,437
732,49.0,78,4,6,19,23,437
733,3346.0,122,168,2,3,18,437
734,4592.0,445,511,1,14,14,440
735,8862.0,152,522,5,12,21,440
